"id","source","number","date","address","type","status","machines","lat","lng","state","createdAt","updatedAt","color"
134,,"2021020734","2021-08-04 06:38:56",JR. SAENZ PEÃƒÆ’Ã¢â‚¬ËœA  1416  - LA VICTORIA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M4-1"",""M8-1"",""MED-202"",""RES-4""]",-12.0759358400869,-77.0283530815384,1,"2021-08-04 07:27:47","2021-08-05 06:27:45",#D32F2F
135,,"2021020737","2021-08-04 09:32:03",JR. PEREZ DE TUDELA  2029  - LIMA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M60-5"",""M161-1"",""AMB-3"",""RES-3""]",-12.0359607528866,-77.0686997955499,1,"2021-08-04 10:27:47","2021-08-05 09:27:44",#D32F2F
136,,"2021020739","2021-08-04 10:41:57",CL. D MZ D LT 4 UR. PRIMAVERA    - SAN JUAN DE LURIGANCHO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M176-1"",""M138-1"",""M21-1"",""AMB-2"",""RES-236""]",-12.019599186568,-76.9673807387767,1,"2021-08-04 11:27:49","2021-08-05 10:27:43",#D32F2F
137,,"2021020765","2021-08-04 18:20:02",CL. LAS ORQUIDEAS  133  - SANTA ANITA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M127-1"",""M169-1"",""AMB-2""]",-12.0535673391275,-76.9766040693167,1,"2021-08-04 18:27:47","2021-08-05 17:27:43",#D32F2F
138,,"2021020764","2021-08-04 18:04:17",CL. JOSE OLAYA  900  - VILLA MARIA DEL TRIUNFO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M120-1"",""M134-1"",""AMB11-2"",""RES-105""]",-12.1422049810567,-76.9397278936764,1,"2021-08-04 18:27:47","2021-08-05 17:27:44",#D32F2F
139,,"2021020819","2021-08-05 04:02:35",AV. LAS MALVINAS (JOSE CARLOS MARIATEGUI) CRUCE CON AV. PACHACUTEC (ATOCONGO) VILLA EL SALVADOR    - VILLA EL SALVADOR,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M105-1"",""M155-1"",""AMB-129"",""M106-1""]",-12.215052711452,-76.9224474377854,1,"2021-08-05 04:27:45","2021-08-06 03:27:48",#D32F2F
140,,"2021020852","2021-08-05 15:43:14",CL. CUSCO  URB  TROPICAL  100  - LA PERLA,MATERIALES PELIGROSOS (INCIDENTE) / FUGA GAS GLP Y OTROS GASES INFLAM / EN VEHICULO,CERRADO,"[""M7-5"",""M1-1"",""AMB-36"",""RES-83"",""MATPEL-1""]",-12.0709146540079,-77.1158109818531,1,"2021-08-05 16:27:44","2021-08-06 15:27:44",#757575
141,,"2021020899","2021-08-05 23:23:57",CL. BELLO HORIZONTE  139  - SAN BORJA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M134-1"",""AMB11-2"",""RES-11"",""M11-1""]",-12.1070383352804,-76.9815461721474,1,"2021-08-05 23:27:43","2021-08-06 22:27:43",#D32F2F
142,,"2021020878","2021-08-05 18:34:29",PROVINCIA DE OYON    - OYON,INCENDIO / FORESTAL / BOSQUES,ATENDIENDO,"[""M216-1"",""AMB-216"",""AUX-20""]",-12.0314041445531,-77.0037708875419,1,"2021-08-06 00:27:43","2021-08-06 18:27:43",#D32F2F
143,,"2021020920","2021-08-06 03:06:15",AV. BUENOS AIRES (MIGUEL GRAU) CRUCE CON AV. GUARDIA CHALACA BELLAVISTA    - BELLAVISTA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M5-1"",""AMB-34"",""M15-1""]",-12.0596527175267,-77.1272488442729,1,"2021-08-06 03:27:48","2021-08-07 02:27:44",#D32F2F
144,,"2021020952","2021-08-06 17:36:43",AV. GRAU FRENTE CUARTEL BARBONES    - EL AGUSTINO,INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA,CERRADO,"[""M2-1"",""M2-5"",""M176-1""]",-12.0531823598874,-77.0114913699102,1,"2021-08-06 18:27:43","2021-08-07 17:27:45",#D32F2F
145,,"2021020969","2021-08-06 20:13:39",CARRETERAS - PANAMERICANAS PANAMERICANA NORTE 36.16    - PUENTE PIEDRA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M75-1"",""AMB-150"",""M184-1"",""M164-1""]",-11.8284604456924,-77.1196832725517,1,"2021-08-06 20:28:01","2021-08-07 19:27:44",#D32F2F
146,,"2021020979","2021-08-06 21:03:15",AV. RICARDO TIZON Y BUENO  595  - JESUS MARIA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M36-1"",""MED-36"",""RES-4"",""RES-202""]",-12.0791122446897,-77.0507686307566,1,"2021-08-06 21:27:44","2021-08-07 20:27:43",#D32F2F
147,,"2021021003","2021-08-07 02:00:25",CL. EUSEBIO DEL LLANO ZAPATA  332  - MIRAFLORES,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M100-1"",""M28-1"",""MED-202"",""RES-4""]",-12.1102437348434,-77.0395293017111,1,"2021-08-07 02:27:44","2021-08-08 01:27:43",#D32F2F
148,,"2021021022","2021-08-07 05:14:08",AV. MARCO POLO MZ C 1 LT 21  000  - SAN MARTIN DE PORRES,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M65-1"",""AMB-21"",""RES-168"",""M65-5""]",-12.010601510544,-77.0569642858432,1,"2021-08-07 05:27:44","2021-08-08 04:27:42",#D32F2F
149,,"2021021020","2021-08-07 05:01:46",JR. ZORRITOS  800  - LIMA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M14-1"",""M3-1"",""AMB-14"",""RES-3""]",-12.0496543728332,-77.0500871144236,1,"2021-08-07 05:27:44","2021-08-08 04:27:43",#D32F2F
150,,"2021021041","2021-08-07 14:56:05",AV. JOSE GALVEZ  1225  - BELLAVISTA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M7-5"",""AMB-1"",""M15-1""]",-12.0661981537714,-77.1242011980766,1,"2021-08-07 15:27:46","2021-08-08 14:27:44",#D32F2F
151,,"2021021119","2021-08-08 03:02:20",AH. DANIEL ALCIDES CARRION MZ. D1 LT 2    - SAN MARTIN DE PORRES,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M168-1"",""AMB-9"",""RES-168"",""M9-1""]",-12.0125102563241,-77.0814602861553,1,"2021-08-08 03:27:44","2021-08-09 02:27:44",#D32F2F
152,,"2021021131","2021-08-08 05:25:41",PR. EL RETABLO  1900  - COMAS,INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA,CERRADO,"[""M168-1"",""M164-1"",""M124-1""]",-11.9161073112082,-77.0509901103547,1,"2021-08-08 06:27:42","2021-08-09 04:27:45",#D32F2F
153,,"2021021142","2021-08-08 09:46:11",JR. OTUZCO  900  - LIMA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M3-1"",""M65-1"",""AMB-3"",""RES-10""]",-12.0377725283859,-77.0571959637104,1,"2021-08-08 10:27:44","2021-08-09 09:27:43",#D32F2F
154,,"2021021139","2021-08-08 08:34:17",CARRETERAS - PANAMERICANAS CARRETERA CENTRAL 20    - CHACLACAYO,"INCENDIO / FORESTAL / TERRENO DE CULTIVO,CHACRA, OTROS",CERRADO,"[""M115-1"",""M169-1"",""CIS-IV"",""AMB-32-2"",""M32-1"",""M96-1""]",-11.985566640918,-76.8094436403276,1,"2021-08-08 10:27:44","2021-08-09 08:27:43",#D32F2F
155,,"2021021171","2021-08-08 16:48:55",AV. LOS INCAS (4)  900  - COMAS,INCENDIO / OTROS / CHIMENEA,CERRADO,"[""M168-1"",""M164-1"",""M124-1""]",-11.9144331,-77.0490126,1,"2021-08-08 17:27:43","2021-08-09 16:27:42",#D32F2F
156,,"2021021187","2021-08-08 21:09:04",UNION CHALACA NÃ‚Âº 1    - CALLAO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M1-1"",""M9-1"",""M15-1""]",-12.0124205285011,-77.1040168549045,1,"2021-08-08 22:27:44","2021-08-09 20:27:41",#D32F2F
157,,"2021021210","2021-08-09 02:27:25",A.H SANTISIMO SALVADOR MZ M LT 1    - PACHACAMAC,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M155-1"",""M105-1"",""AMB-129"",""M160-1""]",-12.2111918232441,-76.9001513906871,1,"2021-08-09 02:27:44","2021-08-10 01:27:41",#D32F2F
158,,"2021021284","2021-08-09 23:21:54",AV. PARQUE DE LAS LEYENDAS  252  - SAN MIGUEL,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M83-1"",""M36-1"",""AMB-60"",""RES-202""]",-12.0760130638097,-77.0878922065878,1,"2021-08-09 23:27:42","2021-08-10 22:27:43",#D32F2F
159,,"2021021320","2021-08-10 06:50:36",AV. TOMAS VALLE  1110  - LOS OLIVOS,INCENDIO / ESTRUCTURAS / ALMACEN - DEPOSITO,CERRADO,"[""M168-1"",""AMB-60"",""RES-168"",""RES-65"",""M9-1"",""M60-1""]",-12.0111777943663,-77.0723194075357,1,"2021-08-10 07:27:43","2021-08-11 06:27:41",#D32F2F
160,,"2021021318","2021-08-10 06:15:30",AV. LOS ALISOS CRUCE CON AV. UNIVERSITARIA NORTE LOS OLIVOS    - LOS OLIVOS,ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL,CERRADO,"[""M168-1"",""AMB161-2"",""AMB-124"",""RES-168"",""RES-65""]",-11.9831348062525,-77.0786636306569,1,"2021-08-10 07:27:43","2021-08-11 05:27:42",#E65100
161,,"2021021365","2021-08-10 21:10:38",CL. LOS CODORNICES MZ D LOTE  1  900  - SAN JUAN DE LURIGANCHO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M176-1"",""M21-1"",""AMB-121"",""RES-121""]",-12.0148568444379,-76.9976330962731,1,"2021-08-10 21:27:44","2021-08-11 20:27:43",#D32F2F
162,,"2021021411","2021-08-11 08:14:19",AV. 28 DEJULIO CRUCE CON JR. WASHINGTON LIMA    - LIMA,ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL,CERRADO,"[""M14-1"",""M14-1"",""AMB10-2"",""AMB10-2"",""RES-10"",""RES-10""]",-12.0644051950919,-77.0387838469132,1,"2021-08-11 10:27:42","2021-08-12 07:27:43",#E65100
163,,"2021021417","2021-08-11 12:25:48",CENTRO COMERCIAL POLVOS AZULES,SERVICIO ESPECIAL / PREVENCION - CAPACITACION / SIMULACROS,CERRADO,"[""M8-1"",""M10-1"",""AMB-14"",""AMB8-2"",""ESC-3""]",-12.061904,-77.034148,1,"2021-08-11 13:27:42","2021-08-12 11:27:42",#40C4FF
164,,"2021021509","2021-08-12 02:49:38",AV. MARISCAL RAMON CASTILLA (LOS TALLANES)  1600  - SANTIAGO DE SURCO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M134-1"",""M16-1"",""MED-28"",""MED-16"",""RES-28""]",-12.1375831112388,-77.0027815364887,1,"2021-08-12 03:27:43","2021-08-13 02:27:45",#D32F2F
165,,"2021021506","2021-08-12 02:28:26",AS. JUAN PABLO II B    - SAN MARTIN DE PORRES,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M168-1"",""AMB-124"",""RES-168"",""M9-1"",""M60-1""]",-11.9885625484263,-77.0881741344168,1,"2021-08-12 03:27:43","2021-08-13 02:27:46",#D32F2F
166,,"2021021514","2021-08-12 04:57:28",JR. CORPANCHO (INDIO CAICEDO) CRUCE CON AV. GENERAL FRANCISCO BOLOGNESI (PANAMA) BARRANCO    - BARRANCO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M16-1"",""MED-16"",""M13-1""]",-12.1503717846691,-77.020110573854,1,"2021-08-12 05:27:43","2021-08-13 04:27:46",#D32F2F
167,,"2021021542","2021-08-12 16:20:12",PR. TACNA  224  - RIMAC,INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA,ATENDIENDO,"[""M21-1"",""M2-1"",""RESLIG-21""]",-12.038515003724,-77.0319492636188,1,"2021-08-12 17:27:43","2021-08-13 15:27:52",#D32F2F
168,,"2021021566","2021-08-12 19:17:41",CL. LOS GERANIOS  108  - ATE,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M176-1"",""M127-1"",""M2-1"",""M2-5"",""M4-1"",""AMB-176"",""AMB8-2"",""RES138"",""RESLIG-2""]",-12.0629873546468,-76.9950672317986,1,"2021-08-12 19:27:48","2021-08-13 18:28:00",#D32F2F
169,,"2021021572","2021-08-12 20:40:49",PJ. JOSE OLAYA (LOS HEROES)  000  - CHORRILLOS,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M120-1"",""M134-1"",""MED-28"",""M13-1""]",-12.2014786185407,-76.9817075267128,1,"2021-08-12 21:27:45","2021-08-13 20:27:59",#D32F2F
170,,"2021021578","2021-08-12 21:52:48",CL. MONTE BLANCO  236  - SANTIAGO DE SURCO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M134-1"",""AMB-11"",""M11-1"",""RES-28""]",-12.1134873595818,-76.9858636879236,1,"2021-08-12 22:27:45","2021-08-13 21:27:55",#D32F2F
171,,"2021021587","2021-08-12 23:30:07",AV. RICARDO PALMA  240  - MIRAFLORES,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M16-1"",""MED-28"",""RES-11"",""M11-1"",""RES-28""]",-12.1192359590265,-77.0270528886931,1,"2021-08-13 00:27:48","2021-08-13 23:27:48",#D32F2F
172,,"2021021618","2021-08-13 03:29:59",AV. DE LOS CONSTRUCTORES (D) CRUCE AV LA MOLINA  100  - LA MOLINA,MATERIALES PELIGROSOS (INCIDENTE) / FUGA GAS GLP Y OTROS GASES INFLAM / EN VEHICULO,CERRADO,"[""M127-1"",""AMB-11"",""RES138"",""RES-127"",""M96-1""]",-12.0678261788227,-76.9582170172486,1,"2021-08-13 04:27:46","2021-08-14 03:27:48",#757575
173,,"2021021625","2021-08-13 05:11:50",AV. INCA GARCILAZO DE LA VEGA (WILSON) CRUCE CON AV. 9 DE DICIEMBRE (PASEO COLON) LIMA    - LIMA,ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL,CERRADO,"[""M14-1"",""AMB10-2"",""AMB-2"",""AMB-3"",""AMB-14"",""RES-2""]",-12.0598235902352,-77.0379506685315,1,"2021-08-13 05:27:45","2021-08-14 04:27:46",#E65100
174,,"2021021628","2021-08-13 06:30:55",CL. LAS BEGONIAS  135  - INDEPENDENCIA,INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA,CERRADO,"[""M65-1"",""AMB-168"",""M65-5""]",-11.9988263740252,-77.0504746397968,1,"2021-08-13 07:27:46","2021-08-14 06:27:46",#D32F2F
175,,"2021021630","2021-08-13 08:09:36",AV. TUPAC AMARU  2300  - CARABAYLLO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""AMB-150"",""M164-1"",""M124-1""]",-11.8837789484045,-77.0234849374501,1,"2021-08-13 08:27:47","2021-08-14 07:27:46",#D32F2F
176,,"2021021634","2021-08-13 10:32:20",AV. CONSTELACION  2651  - SAN JUAN DE LURIGANCHO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M176-1"",""M21-1"",""AMB-2"",""RES-121""]",-11.9848889792635,-77.0117690636965,1,"2021-08-13 11:27:48","2021-08-14 10:27:45",#D32F2F
177,,"2021021651","2021-08-13 14:50:02",JR. JOSE GABRIEL AGUILAR SEGURA  200  - SANTIAGO DE SURCO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""MED-28"",""M13-1"",""RES-28""]",-12.1584682859941,-76.9847784632599,1,"2021-08-13 15:27:52","2021-08-14 14:27:45",#D32F2F
178,,"2021021670","2021-08-13 17:58:48",AV. OSCAR R. BENAVIDES (COLONIAL)  5048  - BELLAVISTA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M60-5"",""M7-5"",""AMB-60"",""RES-83""]",-12.0528058477911,-77.0927936743648,1,"2021-08-13 18:28:00","2021-08-14 17:27:45",#D32F2F
179,,"2021021684","2021-08-13 19:49:36",CL. PABLO ALAS  749  - SAN JUAN DE MIRAFLORES,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M105-1"",""AMB-11"",""RES-11"",""M106-1""]",-12.1609577919281,-76.9689250098494,1,"2021-08-13 20:27:59","2021-08-14 19:27:44",#D32F2F
180,,"2021021698","2021-08-13 22:09:55",PISCO PLAYA LA JOYA,EMERGENCIA MEDICA / TRAUMATICAS / HERIDO POR CAIDA,ATENDIENDO,"[""M37-3"",""AMB-90"",""AMB-157"",""RESLIG37"",""AUX-157""]",-13.6674516,-76.2119295,1,"2021-08-13 22:27:50","2021-08-14 21:27:44",#1565C0
181,,"2021021705","2021-08-13 22:53:35",AV. PRINCIPAL (CARAPONGO)  000  - LURIGANCHO,INCENDIO / ESTRUCTURAS / ALMACEN - DEPOSITO,CERRADO,"[""M169-1"",""M138-1"",""M138-4"",""M121-1"",""M176-1"",""M21-1"",""M2-1"",""M115-2"",""M8-1"",""CIST25CD1"",""CIST-V"",""AMB-127"",""RES-21"",""RES-236"",""ESC-3"",""ELEC-36"",""M96-1"",""M8-5"",""M32-1"",""PC-14""]",-12.0014488249241,-76.8568350708837,1,"2021-08-13 23:27:48","2021-08-14 22:27:44",#D32F2F
182,,"2021021721","2021-08-14 01:39:59",MALECON MANCO CAPAC 616    - CHACLACAYO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M115-2"",""M115-1"",""M32-1""]",-11.975169,-76.771609,1,"2021-08-14 02:27:48","2021-08-15 01:27:44",#D32F2F
183,,"2021021746","2021-08-14 06:59:22",PJ. SANTA ROSA 62 LT 3    - PUENTE PIEDRA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M150-1"",""M75-1"",""M184-1"",""M124-1""]",-11.872005210232,-77.0826473127415,1,"2021-08-14 07:27:46","2021-08-15 06:27:43",#D32F2F
184,,"2021021780","2021-08-14 15:58:32",PJ. SANTA ROSA DE LAS CONCHITAS  mz I  LT  1    - VILLA MARIA DEL TRIUNFO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M105-1"",""RES-120"",""M106-1""]",-12.2057288238645,-76.9243669573075,1,"2021-08-14 16:27:45","2021-08-15 15:27:44",#D32F2F
185,,"2021021778","2021-08-14 15:33:07",AH. HUASCATA MZ B  LT  1    - CHACLACAYO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M169-1"",""M115-2"",""AMB-32-2"",""M32-1""]",-11.9943919669186,-76.8215948532467,1,"2021-08-14 16:27:45","2021-08-15 15:27:46",#D32F2F
186,,"2021021799","2021-08-14 19:51:40",JR. ANTONIO MIROQUESADA  1508  - LIMA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M8-1"",""M21-1"",""M14-1"",""AMB10-2"",""RES-21""]",-12.052237796071,-77.0135044915219,1,"2021-08-14 20:27:44","2021-08-15 19:27:44",#D32F2F
187,,"2021021840","2021-08-15 02:00:57",MA. DE LA MARINA  1000  - MIRAFLORES,RESCATE / ACANTILADO / CON ACCESO INFERIOR,CERRADO,"[""AMB100-2"",""RES-100"",""RESLIG-100"",""RES-28"",""PC-28"",""PLT-28""]",-12.1123433065814,-77.0503469667559,1,"2021-08-15 02:27:44","2021-08-16 01:27:44",#FFD600
188,,"2021021871","2021-08-15 10:11:02",JR. PILCOMAYO  517  - BREÑA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M14-1"",""M3-1"",""MED-36"",""RES-202""]",-12.0580628264346,-77.0553650943768,1,"2021-08-15 10:27:45","2021-08-16 09:28:07",#D32F2F
189,,"2021021869","2021-08-15 09:13:34",PR. LUCANAS (PARINACOCHAS) CRUCE CON AV. JAIME BAUSATE Y MEZA (BOLIVAR) LA VICTORIA    - LA VICTORIA,ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL,CERRADO,"[""M2-1"",""AMB10-2"",""AMB8-2"",""RES-10"",""RES-2""]",-12.0631418355964,-77.0187305538848,1,"2021-08-15 10:27:45","2021-08-16 08:27:45",#E65100
190,,"2021021877","2021-08-15 12:12:49",AV. CESAR VALLEJO CRUCE CON AV. MICAELA BASTIDAS VILLA EL SALVADOR    - VILLA EL SALVADOR,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M105-1"",""RES-105"",""M106-1""]",-12.2160245785901,-76.9416806796672,1,"2021-08-15 12:27:45","2021-08-16 11:27:43",#D32F2F
191,,"2021021938","2021-08-15 20:13:19",AV. HUANDOY CRUCE CON AV. CENTRAL LOS OLIVOS    - LOS OLIVOS,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M168-1"",""M161-1"",""M150-1"",""M65-1"",""AMB-168"",""RESLIG-161"",""M124-1""]",-11.959428052184,-77.0760789544818,1,"2021-08-15 20:27:45","2021-08-16 19:27:46",#D32F2F
192,,"2021021989","2021-08-16 05:39:50",JR. ALFONSO BERNAL MONTOYA  204  - SAN MARTIN DE PORRES,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M65-1"",""AMB161-2"",""RES-21"",""M9-1""]",-12.012019651057,-77.0680354880769,1,"2021-08-16 06:27:44","2021-08-17 05:27:46",#D32F2F
193,,"2021022012","2021-08-16 15:46:42",CL. JOSE OLAYA /VALLECITO ALTO  700  - VILLA MARIA DEL TRIUNFO,INCENDIO / OTROS / CHIMENEA,CERRADO,"[""M134-1"",""M11-1"",""M106-1""]",-12.1426965946352,-76.9418643673272,1,"2021-08-16 16:27:44","2021-08-17 15:27:49",#D32F2F
194,,"2021022020","2021-08-16 17:03:54",CL. LUIS BERNALES GARCIA (RICARDO ANGULO RAMIREZ) (LOS CENCERILLOS)  1200  - SAN ISIDRO,INCENDIO / TERRENO BALDIO,CERRADO,"[""M28-1"",""MED-28"",""M11-1""]",-12.1233734138944,-77.0176210203162,1,"2021-08-16 17:27:43","2021-08-17 16:28:28",#D32F2F
195,,"2021022022","2021-08-16 17:42:34",AV. GUARDIA CHALACA CRUCE CON AV. REPUBLICA ARGENTINA CALLAO    - CALLAO,ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL,CERRADO,"[""M1-1"",""AMB-1"",""AMB-60"",""AMB-34"",""M7-1""]",-12.0518511611942,-77.1399784932426,1,"2021-08-16 18:27:45","2021-08-17 17:34:47",#E65100
196,,"2021022061","2021-08-16 23:59:39",CL. LAS FRAGUAS  100  - INDEPENDENCIA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M168-1"",""M161-1"",""AMB-168"",""M124-1""]",-11.9780645202403,-77.0606199355522,1,"2021-08-17 00:27:44","2021-08-17 23:27:46",#D32F2F
197,,"2021022077","2021-08-17 01:45:27",AV. SAENZ PEÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚  893  - CALLAO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M1-1"",""M5-1"",""AMB-1"",""M7-1""]",-12.0600925160899,-77.1362577317468,1,"2021-08-17 02:27:44","2021-08-18 01:39:03",#D32F2F
198,,"2021022090","2021-08-17 04:12:00",AV. RAMON CARCAMO  587  - LIMA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M3-1"",""M14-1"",""M2-1"",""AMB-3"",""RES-10""]",-12.0464173475914,-77.0506630096768,1,"2021-08-17 04:27:46","2021-08-18 03:27:43",#D32F2F
199,,"2021022087","2021-08-17 03:33:46",JR. CUSCO  900  - CALLAO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M1-1"",""M5-1"",""AMB-1"",""M7-1""]",-12.0537442527631,-77.1346637316041,1,"2021-08-17 04:27:46","2021-08-18 03:27:43",#D32F2F
200,,"2021022115","2021-08-17 14:59:52",CL. CONTRALMIRANTE MORA CRUCE CON CL. JOSE DE LA TORRE UGARTE VILLA MARIA DEL TRIUNFO    - VILLA MARIA DEL TRIUNFO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M120-1"",""AMB11-2"",""M106-1""]",-12.1801169776238,-76.9486908313837,1,"2021-08-17 15:27:49","2021-08-18 14:27:42",#D32F2F
